1.00,1822
2.00,1800
3.00,1796
4.00,1798
5.00,1787
6.01,1804
7.01,1823
8.01,1815
9.01,1839
10.01,1787
11.01,1811
12.01,1833
13.01,1803
14.01,1808
15.01,1795
16.01,1813
17.01,1808
18.01,1790
19.01,1806
20.01,1768
21.02,1749
22.02,1751
23.02,1745
24.02,1833
25.02,1685
26.02,1738
27.02,1808
28.02,1775
29.02,1797
30.02,1803
31.02,1728
32.02,1612
33.02,1577
34.02,1450
35.02,1406
36.02,1596
37.02,1527
38.02,1521
39.03,1607
40.03,1614
41.03,1580
42.03,1609
43.03,1582
44.03,1618
45.03,1533
46.03,1468
47.03,1530
48.03,1542
49.03,1570
50.03,1595
51.03,1467
52.03,1605
53.03,1550
54.03,1577
55.03,1612
56.04,1534
57.04,1600
58.04,1576
59.04,1568
60.04,1585
61.04,1533
62.04,1596
63.04,1596
64.04,1542
65.04,1591
66.04,1531
67.04,1584
68.04,1577
69.04,1520
70.05,1577
71.05,1477
72.05,1574
73.05,1563
74.05,1538
75.05,1586
76.05,1546
77.05,1561
78.05,1594
79.05,1546
80.05,1569
81.05,1575
82.06,1563
83.06,1573
84.06,1544
85.06,1594
86.06,1585
87.06,1528
88.06,1586
89.06,1544
90.06,1594
91.06,1598
92.06,1543
93.06,1596
94.06,1552
95.06,1579
96.07,1581
97.07,1545
98.07,1558
99.07,1558
100.07,1577
101.07,1594
102.07,1488
103.07,1584
104.07,1582
105.07,1571
106.07,1578
107.07,1555
108.07,1603
109.08,1576
110.08,1541
111.08,1578
112.08,1544
113.08,1558
114.08,1587
115.08,1546
116.08,1598
117.08,1545
118.08,1567
119.08,1577
